country,country_import_rank,trade_value_usd_thousand,priority_tier,company_name,rank_in_country,product_keyword,segment,website,phone,email,contact_person,address,source_url,source_type,notes
"Guinea",140,861.53,Tier 3,"Sawaba Guinée",1,"essential food commodities, milk, preserves, couscous, sugar, pasta, oil, yeast, rice and sardines",importer/distributor/wholesaler,https://www.sawabaguinee.com/,+224 621 49 76 76,info@sawabaguinee.com,,"SAWABA GUINEE Matam Route Niger BP 1847, Conakry, Guinea",https://www.sawabaguinee.com/en/about-us.html,official website,"Official Sawaba Guinée pages describe the company as a pioneer in importing and distributing top-quality food products in Guinea since 1993. The official site says Sawaba has 40 years of market presence, more than 500 commercial partners, 40,000 MT of storage capacity and one of the country's most reliable distribution networks reaching even remote areas, while the official contact section publishes direct phone, email and Matam Route Niger address details. Sawaba remains Guinea's strongest public lead because official evidence shows scale, storage and nationwide coverage suitable for container-volume programs; EJ-DISTRIBUTION, EMAB, Mad Distribution, Sonit, Fresh Frozen Foods Conakry, Scodi, AFDAL, COVAL, Agro Food Industrie/SONOCO, Alnour, Groupe Kebou, Africa Distri, Solange Business, TOP GUINEE, MAKI FOODS, U Express, L'INTERMARCHE, Market Residence 2000 and Riviera Royal Hotel are now challenger or validation targets."
Rwanda,141,797.76,Tier 3,"XS Fresh Limited",1,"imported fresh fruits, fresh vegetables, dry fruits and garlic/onion shipment signal",importer/distributor/wholesaler/retailer/fresh produce supplier,https://xsfreshafrica.com/,+250792400001,info@xsfreshafrica.com,,"Kigali City, Gasabo, Remera, Rwanda",https://www.volza.com/p/garlic-onion/buyers/buyers-in-rwanda/,official website and public shipment data,"Official XS Fresh pages describe XS Fresh Limited as a sister company of AIAL Group started in 2023 to serve the Rwandan wholesale and retail market with fresh fruits, fresh vegetables and dry fruits from around the world, including imported produce for Rwanda. Volza's public garlic-onion buyer page names XS Fresh Limited among Rwanda's leading garlic/onion importers with visible recent allium import records. XS Fresh is now Rwanda's strongest public lead because it combines imported fresh-produce positioning, wholesale/retail market focus, public garlic/onion shipment evidence and reachable app-store support contact details; Prodi, Eri-Rwanda, TCYield, Akagera Trading, ICON Trading, National Distributors Rwanda, SM General Trading, Ntahomvukiye Anastase, New One Design, Krishna Rwanda, Izere Services, Food Bundles, Aman Fresh Direct, Garden Fresh Rwanda, Africa Foods Supply, Simba Supermarket, Kigali Serena, Kigali Marriott and Radisson Blu Kigali are challenger or validation targets."
"Cote d'Ivoire",142,791.87,Tier 3,"PROSUMA / Societe Ivoirienne de Promotion de Supermarches",1,"fresh/refrigerated garlic shipment signal, supermarket purchasing center, fresh products and imported grocery distribution",importer/distributor/wholesaler/retailer/supermarket chain,https://groupeprosuma.com/,"+225 27 21 25 34 16; +225 27 21 25 53 82",,,"Rue des Carrossiers, Zone 3, Treichville, 01 BP 3747 Abidjan 01, Cote d'Ivoire",https://www.volza.com/buyers-ivory-coast/ivory-coast-importers-buyers-of-garlic,official website and public shipment data,"Volza's public garlic buyer page names PROSUMA STE IVOIRIENNE / PROSUMA STE IVOIRE as Cote d'Ivoire's leading garlic importer group with visible fresh or refrigerated garlic shipments under HS 0703200000. Official Prosuma pages identify the group as a leading modern supermarket chain in Cote d'Ivoire with purchasing-center, logistics, supermarket and mass-retail activity, while GoAfrica lists PROSUMA as a distributor/wholesaler with standard, service-client and fresh-purchasing phone lines. PROSUMA is now the strongest public Cote d'Ivoire lead because it combines direct garlic shipment evidence with national modern-retail scale; SOFRAICI, CGDA, Omnifood International, ETS Nabil Moustapha, TAPOH, SABIMEX, African Distribution Company, MonJardin, SIDAF-CI, CODIPAC, SANgel, CDCI/King Cash, CFAO Consumer Retail/Carrefour, Groupe Carre d'Or, EDIS Nouvelle, Groupe Manskou, AACI, Diop Distribution and Societe de Service et de Distribution Alimentaires are challenger or validation targets."
Seychelles,143,775.05,Tier 3,"Seychelles Trading Company Ltd / STC",1,"onion/garlic-paste shipment signal, major FMCG importer, wholesaler, fruits and vegetables, dry goods, meat and retail distribution",importer/wholesaler/distributor/retailer,https://www.stcl.sc/,+248 4285000,"marketing@stcl.sc; mail@stcl.com; customercare.hm@stcl.sc",,"P.O. Box 634, Latanier Road, Mahe, Seychelles",https://www.stcl.sc/about-us/,official website and public shipment data,"Official STC pages describe Seychelles Trading Company as a major importer and wholesaler in Seychelles, trading branded and non-branded products from international sources with wholesale, retail, distribution, duty-free and light manufacturing operations. Official wholesale pages state that dry goods, meat and fruits and vegetables are stored in warehouse facilities across Mahe, Praslin and La Digue and distributed through STC's retail network. Volza public allium pages identify Seychelles Trading Company variants among leading Seychelles onion/garlic-paste or fresh-onion buyers. STC is now the strongest public Seychelles lead because it combines national food-security scale, direct produce wholesale infrastructure and public allium shipment evidence; Apex, International Food Solution, Global Supply Centre, SPAR Eden Island, ISPC Seychelles, Isola, Vinayaga Impex, GOPI, Hospitality Supplies, Blue Ocean Traders, Vendesto, Sun Shipping International, FoodPro, Arc Distribution, Mamma Mia, RAJ Group, Durai Mini Market, Aswanth Group and Resourced Enterprises are challenger or validation targets."
Myanmar,144,753.63,Tier 3,"Makro Myanmar",1,"fresh produce, fresh food, packaged food, grocery and horeca wholesale distribution",wholesaler/distributor/foodservice supplier,https://www.makromyanmar.com/,"(+95) 9 770-330-003",,,"No.322 Upper Pazundaung Road, Sat San Ward, Mingalar Taung Nyunt Township, Yangon, Myanmar 11171",https://www.makromyanmar.com/about-us/,official website,"Official Makro Myanmar pages describe the company as a leading business-to-business wholesaler serving retailers, HoReCa customers and service providers in Yangon. The official about page says Makro is wholly owned by Siam Makro, operates one physical store of over 7,000 square meters plus an ecommerce channel, has catered to more than 100,000 registered members, and offers fresh produce, packaged food and basic commodities. Makro remains the strongest Myanmar public lead because it combines official B2B wholesale scale, fresh-produce category fit, food-safety positioning and professional-customer focus; Annam Myanmar, City Mart, Capital Retail, MABG Food, Asia Winner, Seven Wonders Myanmar, Myanmar Distribution Group, DKSH Myanmar, Myanmar's Distribution, CGM, Myanmar Belle, Golden Palace, Green Hands, Pyei Phyo Aung, Aung Thitsar, Hinnthar Nyi Naung, Sein Thonelone, Aung Pyae Kyaw and Latha are challenger or validation targets."
Togo,145,716.20,Tier 3,"Ocean Communication & Trading",1,"food staples, canned goods, dairy, beverages and large-scale distribution",importer/distributor/wholesaler,https://www.ocean-negoce.com/,"+228 91 10 55 55 | +228 22 22 70 91 | +228 70 28 44 44","info@ocean-negoce.com; ocean.tg1987@gmail.com",,"Adawlato, Grand Marché de Lomé, 71 Rue des Bananiers, Lomé, Togo",https://www.ocean-negoce.com/,official website,"Official Ocean Communication & Trading pages describe the company as a wholesaler of food products in Togo, created in 2017 and specialized in brand representation and large-scale distribution of essential goods. The official site says it distributes pasta, refined vegetable oil, mayonnaise, dairy products, tomato concentrates, preserves, beverages and biscuits, and publishes multiple direct phones, emails and the Grand Marché de Lomé office address. Garlic fit is inferred from its broad essential-food import and wholesale platform rather than a public garlic SKU, but this remains the strongest public Togo lead because official sources show large-scale food distribution capability and direct commercial contactability; KG-BUSINESS, DORIKKO, Ramco, HEISTAL, TOGO FOOD, Togo Distribution, EKATIF, C F D O, FreshCo, FNB International, TOGO Panier, Pischon, TLA/Togo Luxe Agri, Agrilance, Wisdom Agri & Negoce, IACOM Togo, Miamland, Servair/Lome Catering and Le Champion are challenger or validation targets."
Guatemala,146,712.38,Tier 3,Ninoshka,1,"mass consumption products, importation, temperature-controlled warehousing and nationwide distribution",importer/distributor/wholesaler,https://www.ninoshka.com.gt/en/about-us/,"(+502) 2285-5555",,,"Calzada Atanasio Tzul, 43-33 zona 12, Guatemala 01012, Guatemala",https://www.ninoshka.com.gt/en/about-us/,official website,"Official Ninoshka pages describe the company as a family business dedicated to the import and distribution of mass-consumption products in Guatemala since 1976. The official site says Ninoshka has nationwide coverage across modern channel, pharmacies, convenience stores, wholesale, semi-wholesale and traditional channels, helps throughout the distribution chain from import to delivery, and operates large warehouses including temperature-controlled warehousing. Ninoshka remains the strongest Guatemala public route-to-market lead because it combines direct import-distribution language, national scale and controlled storage; Grupo Campeon/SERVI, Suministros y Alimentos, Maxim, Distribuidora Mary, Dissand, Walmart/Hortifruti, La Torre, PriceSmart, Kamoja, Garesa, Suderesa, Diproalsa, Japi, Distribuidora Yaneth, De Mi Tierra, Vegetalia, Comercializadora AZ, Sabores Cosco and ACSA/Anabelly are challenger or validation targets."
Kosovo,147,671.88,Tier 3,"Elkos Group / Elkos Distribution",1,"food import, national distribution, wholesale supply, supermarket group supply and agrar produce logistics",importer/distributor/wholesaler/retail group,https://www.elkosgroup.com/,+383 49 779 100,info@elkosgroup.com,,"Zona Industriale, PN, 10 000 Prishtine, Kosovo",https://www.elkosgroup.com/distribution,official website,"Official Elkos Group pages describe the business as Kosovo's largest authorized distributor for about 90 international brands, with ETC Shopping Centers, Elkos Distribution and Elkos Agrar Center in the group. Official pages show 3,000 employees, 551+ suppliers, 40,000+ products, 400+ active vehicles and 700,000 m2 surface. The official distribution page says Elkos Distribution covers all Kosovo territory with daily sales-agent distribution, 15,770 m2 of branch warehouse space in major centers, 200+ distribution staff and 152 vehicles, while the food-import department page describes food and hygiene import activity, about 2,500 items and import-department contacts. This is now Kosovo's strongest contact-ready official-source FCL route; Joni Group remains the strongest public paid-customs fresh-produce importer/FCL ownership target, with Euro Exim and FISI Group as supporting customs-reconciliation targets and Alea, LIRIDONI, Kosmonte, ALMA KOS, Toska, Viva Fresh, SPAR, Meridian, Interex and Eurofruti as route-validation leads."
Tunisia,148,658.13,Tier 3,"Saed Mhenna & CIE",1,"fresh garlic, imported garlic, wholesale fruits and vegetables, Rades port arrivals",importer/wholesaler/fresh produce buyer,https://saedmhenna.com/,+216 29 318 023,"contact@saedmhenna.com; info@saedmhenna.com",,"Rue Mongi Slim Imm. EZZ et RIDHA, Bureau N°1, Rades 2040, Ben Arous, Tunisia",https://saedmhenna.com/saral_service/ail/,official website,"Official Saed Mhenna pages describe the company as a wholesale fruits-and-vegetables business importing and distributing fresh products across Tunisia. The official garlic page says imported garlic enters Tunisia in bulk or packaged form through the port of Rades and is then distributed through wholesale channels. Saed Mhenna is now Tunisia's strongest public garlic lead because it validates direct imported-garlic handling and wholesale distribution; Sodea Fruits, Socoges, Adam Impex, Sushi Tunisie, ADIS, Farah, Géant, MG, Monoprix, Carrefour/UHD, Fruitika, Sodea Fresh, TIC, Agri Didon, Ideal Foods, Paradis du Centre, STIFEN, Labidi Viandes and Jouda are challenger or route-validation targets."
Nauru,149,654.64,Tier 3,"Capelle & Partner",1,"fresh fruits and vegetables, grocery items, bakery, cafe, restaurant, resort and wholesale-retail supply",importer/distributor/wholesaler/retailer,https://www.capelle.com.nr/,"+674 557 1000 / +674 557 1001",cpadmin@capelle.com.nr,,"Capelle Building, Ewa Beach, P.O. Box 5, Republic of Nauru",https://www.capelle.com.nr/services-1,official website,"Official Capelle & Partner pages describe the company as Nauru's largest retail and wholesale business, with 11 outlets, 200+ employees and a supermarket carrying 1000+ grocery lines. The official outlet page says the supermarket ranges from fresh fruits and vegetables from Australia and New Zealand to pantry staples, while the group also operates a bakery, cafe, restaurant, lodge and online grocery delivery. Capelle remains Nauru's strongest public lead because it validates the clearest scaled food retail-wholesale platform; Friends Nauru, Rainbow Enterprise, Eigigu and Miamland are the best challenger or route-validation targets."
Lesotho,150,607.51,Tier 3,"Maluti Fresh Market Produce",1,"fresh fruits and vegetables, cold rooms, peeling, cutting, dicing and produce market supply",distributor/wholesaler/fresh produce supplier,https://malutifreshmarket.co.ls/,+266 22325100,info@malutifreshmarket.co.ls; sales@malutifreshmarket.co.ls,,"Plot 12312-051, Tikoe Industrial Estate, Maseru 100, Lesotho",https://malutifreshmarket.co.ls/about-us/,official website,"Official Maluti Fresh Market Produce pages describe the company as a one-stop produce market linking farmers, distributors, retailers and consumers in Lesotho. The official site says it is a buying destination for major stores, fruit-and-vegetable specialists and caterers, with washing, sorting, packaging, peeling, cutting, dicing and two large cold rooms. The official contact page publishes Plot 12312-051, Tikoe Industrial Estate, Maseru 100, phone +266 22325100 and info/sales emails. Maluti is now Lesotho's strongest contact-ready official-source fresh-produce, cold-chain and prepared-produce route for fresh whole, peeled/chilled and processed garlic validation; Bay Fruits & Veg remains the stronger public paid-customs importer/FCL ownership target because public shipment/customs pages and public company-profile evidence show scaled fresh-produce import activity."
Solomon Islands,151,578.72,Tier 3,"Super Power Corporation Ltd",1,"groceries, supermarket supply, fresh butcher, logistics and wholesale-retail distribution",importer/distributor/wholesaler/retailer,https://superpowerw.com/,+677 28368,admin@superpowerw.com,,"PO Box 878, Honiara, Solomon Islands",https://superpowerw.com/contact,official website,"Official Super Power Corporation pages describe the company as the largest locally owned distributor, wholesaler and retailer in Solomon Islands, with 24 retail outlets across Honiara and the provinces, 300 legitimate clients, wholesale/retail, logistics, manufacturing, supermarket and fresh butcher operations. This remains the strongest Solomon Islands public lead because it has national-scale food distribution, retail, wholesale and container/logistics capability. Bulk Solomons, Sullivans, Nambawan Meat, Turu Value, Solomon Brothers, Low Price Enterprise, Okoa, Central Development, SP F&B, Deli in the Plaza, Meatlovers, Coral Sea, Heritage Park and Honiara Hotel are the main challenger or route-validation targets."
Afghanistan,152,575.14,Tier 3,"Wakman Group Distribution",1,"food ingredients, food raw materials, packaged food, FMCG, beans, dried fruits and nationwide distribution",importer/distributor/wholesaler,https://wakmangroup.com/distribution/,"+44 7412 229769 / +93 773 790 409 / +93 20 276 89568",distribution@wakmangroup.com,,"Office 217, Kabul City Center, Shahr-e-Naw, District 10, Kabul 1003, Afghanistan",https://wakmangroup.com/distribution/,official website,"Official Wakman Group pages describe the distribution division as one of Afghanistan's largest distribution platforms, supplying food raw materials, additives and FMCG products to businesses across all 34 provinces through a B2B network serving manufacturers, retailers and wholesalers, with reliable storage/handling and global brand representation. The official import-division page says Wakman imports raw materials, food ingredients and FMCG into Afghanistan for manufacturers, retailers and distributors, and the official pages publish distribution email, Afghanistan phone numbers and Kabul office details. Wakman is now Afghanistan's strongest contact-ready official-source outreach route for garlic sales validation; Hashmat Wali Mandozai remains the stronger direct garlic paid-data/FCL ownership target because Volza ranks it first among visible Afghanistan garlic/HSN 07032000 buyers with 149 garlic import shipments and 26% share and its Volza company profile lists garlic under HSN 07032000."
Antigua and Barbuda,153,574.84,Tier 3,"Island Provision Food Distribution",1,"imported and local fresh produce, imported produce, frozen foods, fresh/frozen/dry goods, meat, fish, hotels, restaurants, supermarkets and yachts",importer/distributor/wholesaler/foodservice supplier,https://islandprovision.com/,+1 268-480-5151,info@islandprovision.biz,Terry Brown,"Island Provision Complex, Sir George H. Walter Highway, Antigua and Barbuda",https://islandprovision.com/yacht-provisioning/,official website and public provisioning profile,"Official Island Provision Group pages say Island Provision Food Distribution specializes in importing, wholesaling and retailing fresh food, frozen goods, dry goods and beverages to top hotels, restaurants, supermarkets and visiting yachts across Antigua and Barbuda. Official pages also validate fresh island and imported produce, fresh premium fish/seafood, Certified Angus beef, yacht-provisioning logistics, the Island Provision Complex address and direct phone. Public provisioning profiles publish Terry Brown and info@islandprovision.biz. Island Provision is now Antigua and Barbuda's strongest contact-ready official-source route for fresh whole, frozen/IQF and prepared garlic validation; A.S. Bryden remains the larger public-profile distributor/FCL benchmark because public profiles validate 47,000+ sq ft of warehousing, broadline refrigerated/frozen/dry foodservice and hotel/restaurant/grocery/supermarket coverage."
Vanuatu,154,573.38,Tier 3,"Au Bon Marché Wholesale",1,"commercial kitchen supplies, specialized food items, fresh produce and wholesale island distribution",importer/distributor/wholesaler/retailer,https://aubonmarche.co/,"+678 23217 / 28945",wholesale@abm.vu,,"Numbatu, Kumul Highway, PO Box 64, Port Vila, Vanuatu",https://aubonmarche.co/wholesale/,official website,"Official Au Bon Marché pages describe the wholesale division as the supply engine for much of Vanuatu's commercial sector. The official site says it serves over 3,000 outlets including shops, restaurants, bars, hotels and local stores, manages over 50,000 products and imports more than 200 containers per month, while publishing the wholesale phone, email and Port Vila address. This remains Vanuatu's strongest public FCL-style lead because it validates island-wide wholesale distribution, container import capacity and hotel/restaurant/store coverage; Dynamic Vanuatu, LCM, Fine Foods, Cellovila, Martin Company, Esah, Food Stuffs, Punjas, Port of Call, Iririki, Warwick, Ramada and Mangoes are the main challenger or route-validation targets."
Sierra Leone,155,572.34,Tier 3,"Pee Cee & Sons (PCS)",1,"frozen, chilled, dry food and non-food distribution for wholesale, foodservice and retail",importer/distributor/wholesaler/foodservice supplier/retailer,https://www.peeceeandsons.com/,"+971551906273 / +23277747213",office@peeceeandsons.com,,"10 Sani Abacha Street, Freetown, Sierra Leone",https://www.peeceeandsons.com/,official website,"Official Pee Cee & Sons pages describe PCS as one of the largest distribution and marketing companies for food products in Sierra Leone, Liberia and Guinea. The official site says it handles procurement, import logistics, clearing, warehousing, distribution and final sales, serves wholesale, food service and retail sectors, operates in 8 cities across Sierra Leone and runs a cold room and warehouse complex near the port and main market while publishing direct phone, email and Freetown address details. PCS remains Sierra Leone's strongest public full-container route because it validates national food distribution and cold-chain capability; Sierra Wholesalers/Sierra Importers, Merani, DevNat, Sierra Distribution, Foodland, Koussagroup/Freetown Supermarket, Lion Companies Food Division and Premier Food Distribution are the main challenger or paid-data matching targets."
Chad,156,537.67,Tier 3,Seyal-Tchad,1,"sugar, rice, pasta, milk, import-export, container logistics and agricultural commodities",importer/exporter/distributor/wholesaler,https://www.seyal-tchad.com/,"+235 2253 21 21 / +235 6633 9030","info@seyal-tchad.com / abdel@seyal-tchad.com","Abdelnasir Ibrahim Nigue","Avenue Charles de Gaulle, BP 2339, N'Djamena, Chad",https://www.seyal-tchad.com/,official website,"Official Seyal-Tchad pages identify service import and list imported products including sugar, rice, pasta and milk; the site also describes export/import container handling steps, international partner countries and publishes N'Djamena contact details. Go Africa Online also lists Seyal under agroalimentaire with Avenue Charles de Gaulle, BP 2339, phone and website. Seyal is Chad's strongest public full-container route because it validates direct food import activity and container/logistics language; E T S Marche Max, Hadji Youssouf Djibrine, E T S Pro Market, Star Gold, ETS AMA, Miamland, MAYELBUSINESS, TCHAD.NOUSSAHIM, Avi Trene Food, TchadMarket and N'Djamena supermarkets/hotels are challenger or paid-data matching targets."
Central African Republic,157,525.67,Tier 3,"Miamland Central African Republic export-wholesale route",1,"fresh products, frozen products, savory grocery, dry goods, foodservice and supermarket supply",export wholesaler/offshore consolidator/foodservice supplier,https://www.miamland.com/wholesaler-supplier-country-republique-centrafricaine/,"+33 (0) 9 70 79 24 81 / +33 6 72 40 90 24",,,"26 Route de Paris, 77340 Pontault-Combault, France",https://www.miamland.com/wholesaler-supplier-country-republique-centrafricaine/,official website,"Official Miamland Central African Republic page describes a food wholesaler serving professionals with a large catalog that includes savory grocery, pasta, rice, sauces, seasonings, fresh and frozen categories, plus delivery/export support for Central African Republic. The page publishes switchboard, WhatsApp and warehouse details. Miamland is the strongest public route-validation lead for Central African Republic because it has official fresh/frozen/grocery export-wholesale product fit; Bangui Mall, MARCHANDE EXPORT ET IMPORT, GROUP ALRACHID, BEN AHMED ALRACHID, AFRICA DISTRIBUTION, supermarkets, markets and hotels are local challenger or paid-data matching targets."
Saint Lucia,158,524.65,Tier 3,"Acado St. Lucia Limited",1,"FMCG distribution, food and beverage, frozen items, retail stores and 100+ brands",importer/distributor/wholesaler/retail group,https://acadostlucia.com/,"(758) 457 7000",,,"Cul De Sac, P.O. Box 84-85, Castries, St. Lucia",https://acadostlucia.com/contact/,official website,"Official Acado St. Lucia pages describe the company as one of the island's largest and most progressive distributors of consumer products, with roots in food and beverage, its own retail stores and a 2025 rebrand from Peter & Company/PCD. The site lists food, household and frozen brands and publishes Cul De Sac contact details. Acado remains Saint Lucia's strongest public full-container route because it validates in-country FMCG distribution scale; International Suppliers, Island Provisions, Faye Gastronomie Caraibes, ADMAC, Crown Foods, Miamland, Massy Stores and resort groups are strong challenger, foodservice or paid-data matching targets."
"Gambia, The",159,467.24,Tier 3,"K. Chellarams Gambia Ltd.",1,"dry foods, chilled and frozen foods, FMCG, beverages, foodservice and supermarket supply",importer/distributor/wholesaler,https://www.chellaramsgambia.com/about.html,"+220 4224677 / +220 4224689 / +220 4392911",kchellarams@gmail.com,,"P.O. Box 275, Banjul, The Gambia",https://www.chellaramsgambia.com/about.html,official website/third-party directory,"Official Chellarams pages state that Chellarams has operated in The Gambia since 1958, imports and distributes FMCG, serves hotels, bars, restaurants, supermarkets, convenience stores and general trade, and provides dry, chilled and frozen foods with nationwide sales coverage. Access Gambia publishes the Banjul head office contacts. Chellarams is The Gambia's strongest public full-container route because it combines official food import/distribution scale with chilled/frozen capability and horeca/supermarket coverage; SASCO, Suraj, CJ, Food Import Gambia, Gamfood, Right Choice, NOMM and MultiTrade are close challenger and paid-data matching targets."
Andorra,160,440.04,Tier 3,"Diplo Andorra",1,"organic, artisan, allergen-free and gourmet food wholesale distribution",importer/distributor/wholesaler,https://www.diploandorra.com/,+376 831 723,mahalo@diploandorra.com,,"Xalet Roc Rossell, baixos, Crta. de Meritxell s/n, AD100 Canillo, Principat d'Andorra",https://www.diploandorra.com/en/contacte/,official website,"Official Diplo Andorra pages describe the company as a family food wholesale distributor founded in 1984 with deep knowledge of the Andorran market. The official site says it focuses on minimally processed foods with organic, artisan, allergen-free and gourmet ranges, and serves clients from 5-star hotels and large commercial areas to small businesses while publishing the Canillo address, direct phone and email. Diplo remains Andorra's strongest public local wholesaler lead; Sumalisa, IDPA, Friman, Andisho, Import Espuga, El PorcFer, El Cedre, Magatzems Coma, Miamland, Pyrenees Alimentacio, Carrefour Andorra 2000, Super U/CCA, Caprabo, U Express, Super Gourmet and hotel groups are challenger, SKU-validation or demand-referral targets. WITS 2023 direct imports are small, so verify any FCL opportunity with paid customs before quoting."
Saint Vincent and the Grenadines,161,425.72,Tier 3,"ACADO SVG",1,"grocery, meats, fruits and vegetables, pharmaceuticals and wholesale island distribution",importer/distributor/wholesaler/retail group,https://www.coreasdistribution.com/,"+1 (784) 457-1348",acadosvg@acadolimited.com,,"Diamond, St. Vincent and the Grenadines",https://www.coreasdistribution.com/about/,official website,"Official ACADO SVG pages describe the company as the leading distributor of premium liquors, wines, grocery, cigarettes and pharmaceuticals in St. Vincent and the Grenadines. The official site says ACADO supplies hotels, restaurants, institutions, yachts, cargo and military ships, and serves supermarkets, mini marts, shops, wholesalers, vendors and bars. The official stores page also identifies the Diamond administrative centre and warehouse as the largest warehouse in the country and lists Coreas Kingstown Wholesale, Coreas Food Mart and Mustique Food Store. ACADO remains SVG's strongest public full-container route; Massy Stores, C.K. Greaves, Bonadie, PeppaKorn, Rainforest, ECGC, Miamland, Ranee's, Doris, Log, Food Center, Facey, Better Brands/FBA, Massy Distribution and major resorts are challenger, SKU-validation, paid-data matching or distributor-referral targets. WITS 2023 confirms meaningful national fresh-garlic import demand, but paid customs should verify the beneficial importer before quoting FCL volume."
Timor-Leste,162,415.43,Tier 3,"East Timor Trading Group",1,"FMCG wholesale distribution, bonded warehouse, refrigerated delivery, retail and hospitality supply",importer/distributor/wholesaler/hospitality supplier,https://ettgroup.biz/,+670 331 2264,,,"Comoro headquarters, Dili, Timor-Leste",https://ettgroup.biz/commercial/,official website,"Official East Timor Trading Group pages describe the company as one of Timor-Leste's leading commercial wholesalers and distributors and the country's leading FMCG and hospitality service provider. The official site says it operates a government-licensed bonded warehouse at its Comoro headquarters, supplies wholesale and retail markets with FMCG international brands, services 2,200 outlets weekly across all 13 districts, and uses modern delivery trucks, refrigerated vans and bikes. ETT remains Timor-Leste's strongest public full-container route; Perissos, Timor Food, SUH CASA, Fortuna, Lita Cold Storage, Miamland, Dato Mual Beitai, Leader, Qulina, W Four, Meimart, Lita Store, Alfa-Dili, Creative Furak, Lisun, Jusibel and major hotels are challenger, direct-garlic, cold-chain, SKU-validation, paid-data matching or distributor-referral targets. WITS 2023 confirms USD 822.28K and 1,135,540 kg of direct fresh/chilled garlic imports, but paid customs should verify the beneficial importer before quoting FCL volume."
Dominica,163,404.76,Tier 3,"Fine Foods Inc.",1,"frozen foods, grocery, chilled distribution, cash and carry and restaurant supply",importer/distributor/wholesaler/retailer/foodservice supplier,https://finefoodsinc.com/,"767-255-0050 / 767-255-0500","info@finefoodsinc.com; orders@finefoodsinc.com",,"Canefield, Dominica",https://www.tradinginternationalgroup.com/wholesale-retail/,official website,"Official Trading International Group and Fine Foods Inc. pages describe Fine Foods as more than a food and beverage distributor and position FFI Distribution as the group's leading wholesaler and retailer in Dominica. The official sources say the business supports grocery, frozen and chilled distribution, cash-and-carry operations and restaurant supply, using a 50,000 square foot warehouse and a fleet of eight trucks, while publishing direct phone and email contacts for the Canefield operation. Fine Foods remains Dominica's strongest public full-container route; Whitchurch/IGA, Issa Trading, Astaphan, Springfield/S-Mart, Starrin, Malcolm Stephen, Miamland, Northern Foods, Bello, A.C. Shillingford, Carimex, Best Price, Fresh Market and major resorts are challenger, frozen/IQF, processor, SKU-validation, paid-data matching or distributor-referral targets. WITS 2023 confirms USD 305.29K and 100,574 kg of direct fresh/chilled garlic imports, but paid customs should verify the beneficial importer before quoting FCL volume."
Netherlands Antilles,164,386.26,Tier 3,"SXM Distributors",1,"food items, condiments, milk and dairy, snacks, beverages, packaging and restaurant-supermarket supply",importer/distributor/wholesaler/foodservice supplier,https://sxmdistributors.com/,"+1 (721) 544 4333 / +1 (721) 520 7550",info@sxmdistributor.com,,"9A Locus Tree Drive, Cole Bay Industrial Estate, Sint Maarten",https://sxmdistributors.com/about-us/,official website,"Official SXM Distributors pages describe the company as the leading food distribution company on the island of St. Maarten in Dutch Antilles and as a trusted restaurant and supermarket supplier. The official site says it serves both the French and Dutch sides plus neighboring Caribbean islands including Saba and Statia, maintains a dedicated cold room, same-day delivery vans and an active client base of more than 350 stores, restaurants, institutions and resort hotels, while publishing direct phone, email and Cole Bay address details. SXM Distributors remains the top public Netherlands Antilles proxy lead because it has the clearest Sint Maarten multi-island food-distribution footprint; Pietersz Distribution, Curacao Foods Trade, Divico, Marquis Agencies, Bo Frei, CED, Fresh Supplier Bonaire, Miamland and Centrum are strong challenger or customs-matching routes across Curacao and Bonaire. Paid data should reconcile the dissolved Netherlands Antilles code across Sint Maarten, Curacao, Bonaire, Saba and Statia before assigning HS 070320 ownership or quoting FCL volume."
Kiribati,165,350.61,Tier 3,"Taotin Trading Company Ltd / Taotin Supermarket",1,"fruit and vegetables, poultry, meat and seafood, chilled meals, dairy, pantry, freezer and drinks",importer/distributor/wholesaler/retailer,https://taotintrading.com.ki/,"+686 720 22555","supermarket@taotintrading.com.ki; info@taotintrading.com",,"Main Street, Teaoraereke, South Tarawa KI0107, Republic of Kiribati",https://taotintrading.com.ki/divisions/supermarket/,official website,"Official Taotin Trading pages describe the company as the largest importer, exporter, wholesaler and retailer in Kiribati and say the supermarket division carries fruit and vegetables, poultry, meat and seafood, chilled meals, dairy, pantry items, freezer products and drinks. The official site publishes direct supermarket and corporate email contacts plus the Teaoraereke South Tarawa location and supermarket phone number. Taotin remains Kiribati's strongest public full-container route because it combines importer/exporter/wholesaler/retailer positioning with broad chilled, frozen, fresh and pantry grocery categories. Henicki, Punjas Kiribati, Moel Trading, King Holdings, LMTA/Te Uri, Miamland, Auesa, Superaoi, iMART, One Stop, Wishing Star, JMB, CPPL and Kiribati Fish are challenger, paid-data or distributor-referral targets. Paid customs should verify beneficial HS 070320 ownership before quoting FCL volume because public sources do not name fresh-garlic consignees."
